"SF_!M4-SC5VQ496EPHG88VTHU1009BQEL.JPG",null,DEBOSSED,"S;1000",47335061381,1
"SF_!Q62N_XO6JFMZAAEQX7_24!U8LTK6L.JPG",null,DEBOSSED,"93;8164",00093816401,1
"SF_!Q6_DI0_7F6_5!DJ4M-DBSKB6XDXJH.JPG",null,DEBOSSED,"b;208",00093214062,4
"SF_!SAUOU-KQC3N9HP45G-FZ6P1_7G9CD.JPG",null,DEBOSSED,"GSI;500",61958100301,1
"SF_!SYSTTGEB5TR0NCXKEJIWIZDL2DV8!.JPG",null,PRINTED,"GSK;Coreg;CR;10;mg",00007337061,1
"SF_!T_3HHVRQ7AP9!I2GHDFW4QT3_V4GV.JPG",null,PRINTED,"WPI;845",00228290011,1
"SF_!TCUTURJAMH7!-SP9_FZ9V2Z9ATLLJ.JPG",null,DEBOSSED,"93;5140",00093514056,1
"SF_!TSHHBODD6JFK37QBDRF3JLL6_-TI1.JPG",null,PRINTED,"EURAND;5",42865010002,1
"SF_!TXIN0LN7IG4EZD_2AXDMHJYC76EV7.JPG",null,PRINTED,"TEVA;7671",00093767101,1
"SF_!UO2NNK!1EDXD2_JUNPR-HW3Q2EXDJ.JPG",null,DEBOSSED,"WATSON;657",00591065705,1
"SF_!V90UR1___MQPZTOP13N_H5PWZOLIE.JPG",null,DEBOSSED,"RLC;N;1",64727330001,1
"SF_!VRE4PK89NGMPNKWWX!EX1JMZ!55N8.JPG",null,DEBOSSED,"WC;624",00430042014,3
"SF_!X7CW_PDL_G9HZ2JFVMCZ5V6KED-P2.JPG",null,DEBOSSED,"TEVA;7464",00093746456,1
"SF_!XGWURFDERNQ1RV57_24_V!C4AQ!64.JPG",null,DEBOSSED,"SZ;T7",00781406215,3
"SF_-!UD607DFB_GKK315K_C_AM2JC99X9.JPG",null,DEBOSSED,"8I",49884077901,1
"SF_--NB1ZMEENNS07E06-JZ80VYS5!NML.JPG",null,DEBOSSED,"ALDACTAZIDE;50;SEA;RLE;10;21",00025102131,1
"SF_--Y7U5_NHDRZ9F98XHNM4PSJ5ENY1N.JPG",null,PRINTED,"54;190;54;190",00054033425,1
"SF_-2-!-N1U7OZ0NA3HAGOIQ8LKQF-C82.JPG",null,DEBOSSED,"ML;P;18;4;mg",67253038210,1
"SF_-2Y0_SL86NU70MNVZO_!U4FNYM!LV6.JPG",null,DEBOSSED,"894;5",00003089421,1
"SF_-302L2DVG23VRBN3ABVN6I64Z1_E5U.JPG",null,DEBOSSED,"A;04",16714068502,1
"SF_-52EB4XURN9AFMSBW!P5PXQ32EMUHZ.JPG",null,DEBOSSED,"RDY;279",55111027950,1
"SF_-6VGEO-MA46ZD-5U8M!FIUYKXA4LZL.JPG",null,DEBOSSED,"RDY;281",55111028130,1
"SF_-7QMR4AJT2J5_5O_SNH012UDGX00BP.JPG",null,DEBOSSED,"93;7305",00093730565,1
"SF_-8E8TAZORF4TJHZXR7D1SVWO3ZVQKI.JPG",null,PRINTED,"WELLBUTRIN;SR;200",00173072200,1
"SF_-9EVZ0QP2CT7N7BXG7W_UV93QBO3VB.JPG",null,DEBOSSED,"CP;332",54505033210,1
"SF_-9OA2OFZZL!2ECJWD-1K7CVQTXQ1LA.JPG",null,DEBOSSED,"HH;210",43547027603,1
"SF_-BLOA6H!N_5OL-0YJ!S2B3XGCH00FJ.JPG",null,DEBOSSED,"APO;ATV;80",60505267109,1
"SF_-C31T!I_D4SR8OIVD2!QDZ4LSFA9RM.JPG",null,DEBOSSED,"cor;143",64980011101,1
"SF_-C9U9YVLUDE71T0KQE16CXA5Z1YA39.JPG",null,PRINTED,"D;03",65862019905,1
"SF_-C_M2PLZL7KEX0UVU0-CZGNOC-NWRR.JPG",null,PRINTED,"TEVA;0311",00093031101,1
"SF_-D0ICD37VEPDJZ5ZNLB4WSHBEP_TUD.JPG",null,DEBOSSED,"LL;C03",68180047901,1
"SF_-E80AG!MFMWH63A24P3X594HGNN2SS.JPG",null,DEBOSSED,"M;RN1",00378604428,1
"SF_-FAR_XTH71XB93YQFAFIPIM8U4SYA.JPG",null,PRINTED,"M;O5",00378660501,1
"SF_-G7PSBLYNSWHJNV4M5NJD-KTCTCJ2H.JPG",null,DEBOSSED,"G;021;40",59762502201,1
"SF_-G8GWJRFL6FIM8A-O3Z6EANB12ZTI1.JPG",null,DEBOSSED,"50",62541030130,1
"SF_-I!QI_K36-3_UJP!9YO5KRBHTUDLMF.JPG",null,DEBOSSED,"C134",67405050010,1
"SF_-I9YPT600_7KN0!R-2UDHEF_TFMGLD.JPG",null,DEBOSSED,"W;781",64679078102,1
"SF_-J0EFDNYV8_T3SJ8C36HKJ6KLFWV5P.JPG",null,DEBOSSED,"L200",16729007901,1
"SF_-JRTY7DQ_M2G-TDZSVKP_RR4__B3A6.JPG",null,PRINTED,"MYLAN;5375;MYLAN;5375",00378537501,1
"SF_-KCC3UK-PO6E1Z!51E1PPH0GKWDYSV.JPG",null,DEBOSSED,"115;H",31722053401,1
"SF_-KD8KPK3J2T5ATNYAGECRBUU8ULDMQ.JPG",null,PRINTED,"DAN;3120;DAN;3120",00591293201,1
"SF_-KFXJB8W!AC48RK045JL830PIYDCMN.JPG",null,DEBOSSED,"Z;2083",00172208360,1
"SF_-KJ-CEKG-L-Z1VV08VLW6R5NPUW85I.JPG",null,DEBOSSED,"GRIS;PEG;250",00884077304,1
"SF_-M_LT62SJQC445A1R7RSMDSNS237G.JPG",null,DEBOSSED,"TV;2204",00093220401,1
"SF_-MTPXW5NDWOCID-7XQVVX_V5BKJK65.JPG",null,DEBOSSED,"b;973;2;0",00555097302,1
"SF_-NDPJZH7RP3U0XUWVPFI5LWK9B2XRP.JPG",null,DEBOSSED,"SV;572;50",49702022813,1
"SF_-O-UJ3I7KNNQ53PN5OM69UBIMULOOT.JPG",null,DEBOSSED,"E104",00185010401,1
"SF_-QLT7E_8Z2YSYL5MK28_JV90SNVQ_F.JPG",null,PRINTED,"I;4336;1;mg",00093433601,1
"SF_-R41MTJ2LFVSXRX0CQ3-9YVZMD5JLO.JPG",null,DEBOSSED,"E;58",51224015450,1
"SF_-RAT7YDIRVD9PGGNLGM3!FNL61PYBE.JPG",null,DEBOSSED,"PA;308",50111030801,1
"SF_-S3B-U1DOW4Q5MA_EJP24XRB-FLA3_.JPG",null,DEBOSSED,"APO;018",60505001806,1
"SF_-S9WDNZKHN3J-YW4SWOZ3APH!H!A49.JPG",null,PRINTED,"KU;180",62175018046,1
"SF_-VL11_9J8MHPB1RPNE_OC3-!WZOBN5.JPG",null,DEBOSSED,"APO;095",60505009500,1
"SF_-VMSSLDL-4BK50M96_8FSUAI5X1347.JPG",null,PRINTED,"G;W;5256",00713525601,1
"SF_-W9S1J4-6U6H0X3AHMF0KXN051-V0H.JPG",null,DEBOSSED,"A;CH;016",00186001654,1
"SF_-WKEG96_7V85EE44PGAWP22!PLA96C.JPG",null,DEBOSSED,"A;1;8",65862001305,1
"SF_-X2MDWW2P2W6!I8WWCZXHO6XSO7097.JPG",null,DEBOSSED,"9;3;7285",00093728589,1
"SF_-XNPH99!PV_GE7YTTHU743NV0CZ162.JPG",null,DEBOSSED,"9;3;72;14",00093721498,1
"SF_-XPUE5S5YB5L3LWH1V-38ZE0NM857E.JPG",null,DEBOSSED,"R3;1039",13668003960,1
"SF_-YI_X3-2NI-T9!7YA_I3XQ7TJPL_R_.JPG",null,DEBOSSED,"34;10",13668013401,1
"SF_-Z025LSLBSKL!_R1RDU-LZUC4OMN4M.JPG",null,PRINTED,"6;MG",10144060615,1
"SF_0!FG3DHE367M2QZL8H7!I2LP9V7!2H.JPG",null,PRINTED,"R;073;R;073",00228207310,1
"SF_0!ZZ54IT9!OOF3FJ22E4CTR03B6TBB.JPG",null,PRINTED,"TEVA;7165",00093716501,1
"SF_0-MKL!ZD9TYCW6X30_9ZS-_YJ8D6L_.JPG",null,DEBOSSED,"93;8161",00093816101,1
"SF_0-YISK4U!EPDLO468TN!6F9X_GPWRP.JPG",null,PRINTED,"GXL;10",59762054202,1
"SF_00ZB151Z1SEIYSBOHCF5PM26AC2JQC.JPG",null,DEBOSSED,"R;637",00228263711,1
"SF_012GW31G80EG986HMRQMB00_6N9RAA.JPG",null,DEBOSSED,"W;40",00143124001,1
"SF_01422VNGMG1PP8VXINQFJ!_ZEO6RS7.JPG",null,PRINTED,"N;940;200",00093894001,1
"SF_02XCPDBX8HN_!DY8V41CUMAGNF1FMQ.JPG",null,DEBOSSED,"54;521",00054002821,1
"SF_03_JUPYHM4PXX26E3HZTOHV5IGH3JE.JPG",null,DEBOSSED,"983;WATSON",52544098231,2
"SF_03DAWUF2YGXMBU94LPNQSPUCZIJ7_9.JPG",null,DEBOSSED,"L;U;X;01",68180011216,1
"SF_04!75V21B2S2C12X8WKZ62GP!TU0UM.JPG",null,DEBOSSED,"IP;112",53746011205,1
"SF_04GJSTBRJ9K2O_RN8J3H80901JBJVJ.JPG",null,DEBOSSED,"SOLVAY;5046",00074304011,1
"SF_05KRMJ9N3QOG0KIFJ6JW661RCGEAFV.JPG",null,PRINTED,"759",41616075983,1
"SF_07NDKO36D-YIG6HZIGJ!17T39DT-KD.JPG",null,PRINTED,"CREON;1224",00032122407,1
"SF_07XAVG--V1QW2YI6Z5SOEPH2BHEBS.JPG",null,DEBOSSED,"ZC;08",68382008001,1
"SF_08BXU56KBQ5!9Z2OW0F_9ZSFOORDXH.JPG",null,DEBOSSED,"54;377",00054022925,1
"SF_08T-2W39N7_QM4RGDV0T0TNLV7Q2D7.JPG",null,DEBOSSED,"R;87",00228308706,1
"SF_0BU_PKK82HMJ3A!E7HLYVCAWL9TA-Z.JPG",null,DEBOSSED,"APO;T100",60505265401,1
"SF_0DOXJBSBFITQUN46EIKR2!85AC4ICZ.JPG",null,DEBOSSED,"GS;YX7",00007488213,1
"SF_0FEI205KPS!ZGLL28O3JENLVZ7JASU.JPG",null,DEBOSSED,"2105;V",00603221621,1
"SF_0FNRT7JW3TFV4V7QK-9BWNY5BQROQE.JPG",null,DEBOSSED,"25",47781010830,1
"SF_0G18B1XX8IINZ2DM2XDET363LC-SMW.JPG",null,DEBOSSED,"LANOXIN;X3A",00173024955,1
"SF_0GBSV4CJLAB7_KJ1V-RZ74BZF844_.JPG",null,DEBOSSED,"3970;WPI",00591521505,1
"SF_0H-1GP09UN39E54T8RDJB4R8-4YBTZ.JPG",null,DEBOSSED,"P1",68382019616,1
"SF_0H5MS_7QWCPLIKYSD3PYYOZROT95RV.JPG",null,DEBOSSED,"LU;Q;15",68180076706,1
"SF_0H933U7NKTSV8I-MU9BQKGBQXUP_J0.JPG",null,DEBOSSED,"93;7212",00093721201,1
"SF_0I_BA07HYD9Q3612SY1X9GL97HRDXZ.JPG",null,DEBOSSED,"10",16729014016,1
"SF_0ICG6OJYJF7TX2_CF1A6GZ4NYFZI7J.JPG",null,DEBOSSED,"93;7327",00093732701,1
"SF_0INCJ-QV46FCDB42NBIHFNG45124FP.JPG",null,DEBOSSED,"CALAN;SR;240",00025189151,1
"SF_0KG23ROA8A7OSCYG02EP51_X1N02X9.JPG",null,DEBOSSED,"P;232",49884023211,1
"SF_0KPD425R1CBMASA3Z78GORBR8_FYLK.JPG",null,DEBOSSED,"TV;5056",00093505698,1
"SF_0L1W5!D56ADXOSRF2!!VWLZA8S1HJ-.JPG",null,DEBOSSED,"OP;80",00093573401,1
"SF_0L702K29LVF0Q!DWTBTEO!--RLQC06.JPG",null,DEBOSSED,"SCI;6",44946100803,1
"SF_0LBXIQK3PY-B6PWIEOIRO!HC0AC5P1.JPG",null,PRINTED,"AB;3",00591375901,1
"SF_0LCJYJJHAD7O2ZZAU_-UJ9DMJO812!.JPG",null,DEBOSSED,"V;625",63010002770,1
"SF_0LGNW370XVF6TIARK9ENV!Q6ZXKGSQ.JPG",null,DEBOSSED,"F;92",65862018830,1
"SF_0LP7!PEUIJETA!3UVC7MPDEMDBRCF!.JPG",null,DEBOSSED,"N;204;400",00093820401,1
"SF_0LQT0DLSOCKSBL0GT9PCODTYJT1GVE.JPG",null,PRINTED,"6;MG",00591279086,1
"SF_0M7LCUWR7W!YSY1AASW0HG976H2UCR.JPG",null,DEBOSSED,"CP;333",54505033310,1
"SF_0MKT7!-86OUK60N9G4BDTKFMOOWX!3.JPG",null,PRINTED,"H119",23155011901,1
"SF_0MM7F0LTXYJQ43QQ0IK9COHEQJKJ42.JPG",null,DEBOSSED,"GX;CG5",00173066200,1
"SF_0N92HBDXQZ1B4T7QNJEUVVPP6XMR36.JPG",null,DEBOSSED,"WPI;3248",00591324830,1
"SF_0OPC9EIZ3CDH0WRPTMGFL5BL7TEZ_S.JPG",null,DEBOSSED,"TV;5057",00093505798,1
"SF_0P0_6KBYIGGC7481YRA0RW993S_E0M.JPG",null,PRINTED,"MYLAN;6440;MYLAN;6440",00378644001,1
"SF_0P0C1O2G3!_204ZJIN!QDXYSACCP8S.JPG",null,DEBOSSED,"RU20",16252061730,1
"SF_0PLLA6CB6BAH3XHQ8SX3KFBHB0!U6T.JPG",null,DEBOSSED,"511",62756051183,1
"SF_0QJC0_-RBEJD7ZZME1!W0NOU0C7VBN.JPG",null,DEBOSSED,"555;872;b",00555087202,1
"SF_0R1LQ-QZ78FNABE1KFXXQV6NO4TMBV.JPG",null,DEBOSSED,"GS;11F",00007488313,1
"SF_0S_A23111I4ELEW6M30B2Q05FY70R7.JPG",null,DEBOSSED,"633",45963063301,1
"SF_0SMAR-U_WNQ3JZJX862AMNAMFVS!T7.JPG",null,DEBOSSED,"I;G;225",00143913005,1
"SF_0SPJPAS-VWXTZEGH5WY1Q3AW35!B7Z.JPG",null,DEBOSSED,"Z;2",68382013516,1
"SF_0TNGB0A!H6ZYZUQYCFDJ-Q1-1ZWPMF.JPG",null,DEBOSSED,"FL;10;G",49884073411,1
"SF_0UB05U1A4U0SLY_XPXL8DXK4XFEN4Z.JPG",null,DEBOSSED,"10;FL",00456141001,1
"SF_0UO8LZOYYTNH1MYJICC1Y!Q8ERWUSH.JPG",null,PRINTED,"GG638;GG638",00781214801,1
"SF_0UZ5IX6NZIJPLBIPMJ5K2X9X62AURS.JPG",null,DEBOSSED,"APO;LMV;150",60505325106,1
"SF_0WK3DCUCM!5!P3IA2VKY471T6YPILM.JPG",null,DEBOSSED,"R;672",00228267211,1
"SF_0X-UFYJLM4TCZ-269KGZH!KRNYWZ8F.JPG",null,DEBOSSED,"611",51293061101,1
"SF_0XWB14LU4G883R2K_IL3RWKNIY7GTX.JPG",null,DEBOSSED,"A;B",49884082510,1
"SF_0YBTIE8XSZMK5ZMYCT88YMPQW3RV09.JPG",null,DEBOSSED,"23;ARICEPT",62856024790,1
"SF_0Z50QC-!J83H90V6QUU40N1EBE8K!5.JPG",null,DEBOSSED,"9;3;5214",00093521401,1
"SF_0ZWDDB-LRREY!E0HY3ZR44QNEBSLVL.JPG",null,DEBOSSED,"MP;773",53489037001,1
"SF_0ZYLYPL7J-UG9P0P5LAZDA7BNT4AJN.JPG",null,DEBOSSED,"661",00228366103,1
"SF_1-46TLOWVVM-V_Y2E1WRII_2N0QNHO.JPG",null,N/A,"null",42192035360,2
"SF_10GN!R7Z9PE536IMGQYSNFTZ0X_W-W.JPG",null,DEBOSSED,"APO;SOT;240",60505008200,1
"SF_11E2!4SLAEP3PQYS1G65K8HLIM1UKE.JPG",null,DEBOSSED,"832;BM2",00832108200,1
"SF_12BVE_D7HPAHA318YFWEKXTSVB9WEV.JPG",null,PRINTED,"PAL;3",50458055001,1
"SF_13MM6SKI1W0T1NZD2RZJTCVPZWACWP.JPG",null,PRINTED,"OP;718",51285053802,1
"SF_13WMMF_1W4QBQTHVCNF0V_BS_C26_L.JPG",null,DEBOSSED,"LUPIN;30",68180051602,1
"SF_147DJRER3I8DP5U!RKNB_KHARNG-3Y.JPG",null,PRINTED,"VALTREX;500;mg",00173093308,1
"SF_151MWZ2SFWTY8BB23Y583NSTB1RSNS.JPG",null,DEBOSSED,"50",16714045301,1
"SF_15ICP3RVEB_M-A37815T4C!4_7HRTT.JPG",null,PRINTED,"TARO;NTP10",51672400102,1
"SF_16BE93YW3VCNQW5GV0V3077Q50CON6.JPG",null,DEBOSSED,"W;15",00591320530,1
"SF_1738WW566K9ZL8R-PXVVG2_PW-32HL.JPG",null,PRINTED,"RDY;493",43598051030,1
"SF_18RAK8V8S-BOJJY!8WP12-NF844!CP.JPG",null,DEBOSSED,"J;246",59746024610,1
"SF_19POYTMK5Y8W5!0R!VH9QJ5Y9X9HVM.JPG",null,DEBOSSED,"0;9;A",13107000334,1
"SF_1_W9PIPD1FG03K00QU!_JQ!KL7EFPN.JPG",null,DEBOSSED,"ACTOS;30",00093204756,1
"SF_1A6_UD3L4N4LPJJ1D-9VZBY9CPLXP5.JPG",null,DEBOSSED,"WATSON;953",52544095328,1
"SF_1ATR6J29HPW6GQ74KFZ4M2FLD5_8RK.JPG",null,PRINTED,"APO;014",60505001406,1
"SF_1B97PQ39ZJWPUR0ESNRIRQC7AJOE35.JPG",null,DEBOSSED,"WPI;3273",00591327330,1
"SF_1BRZT8SB-ZQ_L-7X!ZTBX--BWTFYPL.JPG",null,DEBOSSED,"4H2",45802091987,1
"SF_1DI_8P2C0PK!7VZV1FPD3CEX_TK5XV.JPG",null,DEBOSSED,"141",67767014130,1
"SF_1DQ!MOD8Z-!ZYJWCS3C!L7GKLFY6XN.JPG",null,DEBOSSED,"b;572",00555057235,1
"SF_1GJ_5RZ!NYXRY6A5V!UN7GDCGYRIE8.JPG",null,PRINTED,"IMI;10",43386044024,1
"SF_1H-S6DZD--!O4B_YA8J0UUUGT7Y9EX.JPG",null,DEBOSSED,"APO;LXR;500",60505328006,1
"SF_1H2JWC3KAT7W6839KESS0UWKG0WX_3.JPG",null,DEBOSSED,"PD;155;10",00071015523,1
"SF_1H30XZ7-NBP8T-17-ALTUZ821PG!M4.JPG",null,DEBOSSED,"Watson;462",00591046201,1
"SF_1IJX3I80J_7FO79CMCJR5DMGSECEX8.JPG",null,DEBOSSED,"WATSON;698;200",00591304101,1
"SF_1IUAE73QQ0MC661H0Q5-IEONJ5SAB8.JPG",null,DEBOSSED,"GX;CW3;300",49702021418,1
"SF_1JX3IOGJYJM-7646TNSBJK4M_K7NS1.JPG",null,PRINTED,"RAM;2;5;mg",16729015301,1
"SF_1KB523VM3Y!HM8QBDAJQ!!_B786NVS.JPG",null,DEBOSSED,"SZ;T5",00781406215,1
"SF_1NH3CQQQY7IX10PPTZHA0P8BYBZUBT.JPG",null,PRINTED,"93;64",00093006456,1
"SF_1O-S6OW3DE7R_M1O9MWKT32NAY81ZQ.JPG",null,DEBOSSED,"West;ward;202",00143120201,1
"SF_1OPUXTFV884KW!WE47QR8HNBDK3UY-.JPG",null,DEBOSSED,"P291",00574029201,1
"SF_1OS271NWZ3_8VY8K175R50H3_9OG4R.JPG",null,DEBOSSED,"HP;4",23155000401,1
"SF_1OW7M!WPD2VBKMOZBC3YI1B1MU!EBJ.JPG",null,DEBOSSED,"b;1114",50111039301,1
"SF_1RC9QD-MN3EH3HG_S1YI5_SY3Z5C-_.JPG",null,PRINTED,"GS;7CZ",00173080961,1
"SF_1S-GKKY3GHGYZMIGG398Z5B5LQ3GM!.JPG",null,DEBOSSED,"12",76439014111,1
"SF_1SYK!UA-5LK9X4RK66WWC87XWR6A2!.JPG",null,DEBOSSED,"93;743",00603766301,4
"SF_1TIWZVJDFLGTIGT34KO02DL!NU3Q-H.JPG",null,DEBOSSED,"ZC;15",68382009706,1
"SF_1TTGLACJATE-3PTWE5UGN!1-COO-Y-.JPG",null,PRINTED,"93;7437;93;7437",00093743701,1
"SF_1TV6QSN-OZQ9PJAO3!3PVFQNEBAO11.JPG",null,DEBOSSED,"832;2;1;2;barr",00555083202,1
"SF_1TW8O7CCFOHYP99XMBI!ITA2I3ONKA.JPG",null,DEBOSSED,"3;COUMADIN",00056018870,1
"SF_1UB12JHIZ8B7P3X5TKCVXHEGRQYV24.JPG",null,DEBOSSED,"4853;V",00603497528,1
"SF_1UMSUKQ1ZMKPYDAV-ACOKT1NHG4MJ3.JPG",null,DEBOSSED,"L403;325MG",49348000910,1
"SF_1VF!!3MSKMI2_5P!9UNHAE2VLEXPXN.JPG",null,DEBOSSED,"CFZ;100",50458014090,1
"SF_1Y0-DVKN_T899OF57ZDH0IRLUT6I6I.JPG",null,DEBOSSED,"NVR;HXH",00078038334,1
"SF_1Y1_16JU4ZIG2DFJ65P7RUM572IW8M.JPG",null,DEBOSSED,"HH;3;41",43547036703,1
"SF_1YWQ1Z47_GV4ZFQW1E50BYVKVX2GMO.JPG",null,PRINTED,"TEVA;7542",00093754206,1
"SF_1ZO801LBTWJCUB2E71GHCMF_Y33Z4Y.JPG",null,DEBOSSED,"1;5;0",00591612560,1
"SF_1ZYL2B8QP8IQ282!_ZKUWDB7ICJ878.JPG",null,PRINTED,"PA46",50111085101,1
"SF_2!8POFGA3M5FQMO!TMF4A!8-CW1SN7.JPG",null,PRINTED,"APO;ZIP;60",60505253006,1
"SF_2!HS0MNQFGR8C-5VV33FIP6KCLG4SH.JPG",null,DEBOSSED,"WATSON;P1",52544027928,2
"SF_2138AMS-CXSMVLDYQ-JHF2IGF!XE91.JPG",null,DEBOSSED,"A;13",65862000905,1
"SF_21F6XL-Z-RV3JG6ZCFH45IXAB2BZGY.JPG",null,PRINTED,"TEVA;5551",00093555101,1
"SF_2790XI8QRM!16J_1-VH2OKPWCY7AG3.JPG",null,DEBOSSED,"NVR;LCI",00078052115,1
"SF_27OY9L0RULYVJRER-9IXA8L-GCXGP1.JPG",null,DEBOSSED,"NVR;CTI",00078047234,1
"SF_28AW26ORMVS0VQ5NB6UPEMF!DGDBVX.JPG",null,DEBOSSED,"AN;522",65162052210,1
"SF_296C9II589L3N3BR6M2!M02X2H!D0A.JPG",null,DEBOSSED,"M;S1",00378418693,1
"SF_29RL3!Y_UPZTPF3Y3_JDIKU8-I6_34.JPG",null,DEBOSSED,"R;599",00228259911,1
"SF_2A8R0YUYN8FU7VKDD2IR4HDB2C_Q33.JPG",null,PRINTED,"MYLAN;6060;MYLAN;6060",51079092420,1
"SF_2BSCBFAD1GJG-_R_ZEYV508DEJ!ZLU.JPG",null,DEBOSSED,"12;21",62559016001,1
"SF_2CC_5-D2KZL2J8RS0-KPBMH4USE84_.JPG",null,DEBOSSED,"93;5126",00093512601,1
"SF_2CDADYAUUST8W0QKNC8GN8WIXHT6U8.JPG",null,DEBOSSED,"S5",16729000517,1
"SF_2GE71B21J4O6VAU3_3QCTLNG5AMEZO.JPG",null,DEBOSSED,"R;031",00228203110,1
"SF_2GOIGQV-9_KO2TV1_4H1NDHHQIZ3LF.JPG",null,DEBOSSED,"93;7477",00093747701,1
"SF_2H9YNCXTB7I1_UTXSG0KGTH488J-9!.JPG",null,DEBOSSED,"1024;93",00093102406,1
