PillProjectDisc10,6_Z3LN2ID57HS4K_!XS88EXHMT59ND.JPG,null,DEBOSSED,"cor;189"
PillProjectDisc10,6IUX5ZCO8B958WBYR8QMZXBC_Q5KBD.JPG,null,DEBOSSED,"4141;SB"
PillProjectDisc10,6J7Q5!HQ8PN41ZA3JON5JK1TAA-MJH.JPG,null,DEBOSSED,"par;093"
PillProjectDisc10,6JYQS_OZ4X5W7KXF032M!LMH3KG0_0.JPG,null,DEBOSSED,"WAR;5"
PillProjectDisc10,6K03ZW_JCX9IH6PJOLQ2MIM8FC_O2H.JPG,null,PRINTED,"G;2003;G;2003"
PillProjectDisc10,6KLVK895PAZ7-1Q_R1G4G-BO6YQ4VB.JPG,null,DEBOSSED,"J;248"
PillProjectDisc10,6KYOB07GN8-7--XF3NUNW-6W2W4O0U.JPG,null,DEBOSSED,"503;2MG"
PillProjectDisc10,6MYU79-R6V!MI1!7FR8L3F0R5MBS11.JPG,null,DEBOSSED,"H;123"
PillProjectDisc10,6NDYG!_DOCEK2H3E-M-H!AV89FN7S7.JPG,null,DEBOSSED,"LUPIN;40"
PillProjectDisc10,6NSY_I6PA52QNI7IPNAKOEZ!JI-VPJ.JPG,null,DEBOSSED,"M;35"
PillProjectDisc10,6OCZ9HO78Y9L-2-USS356-1NWX!4H!.JPG,null,PRINTED,"RX692;RX692"
PillProjectDisc10,6P!!HTIMH5YISLTI4FCI4TGSQ6NG6!.JPG,null,DEBOSSED,"5712;5;500"
PillProjectDisc10,6P0-645ST!V0W4!TXGZB9DS9G_I41X.JPG,null,DEBOSSED,"M;37"
PillProjectDisc10,6PMTZ_N3J1-4I1D_!UJ_GM8-9UDS0T.JPG,null,DEBOSSED,"93;29"
PillProjectDisc10,6PVIH78Y6XCVR87_TJJXMTJDCK-8_W.JPG,null,DEBOSSED,"E;701"
PillProjectDisc10,6ROA48728BD_G44P-B64JV7A5C!1JT.JPG,null,PRINTED,"SCHWARZ;0920"
PillProjectDisc10,6SLYE9Y_E95G-7EAX!!W0LNAVIPCCF.JPG,null,DEBOSSED,"ETH;342"
PillProjectDisc10,6W8U_O84F0P2ZKDGJLOF2O04706Y9P.JPG,null,DEBOSSED,"9;3;7286"
PillProjectDisc10,6WP6Q0IDR7Q-YRBS!Q3YDJG6BAD5AI.JPG,null,DEBOSSED,"MYLAN;327"
PillProjectDisc10,6Z089I2R13!99BOT7FE7O8FY5JR65H.JPG,null,DEBOSSED,"GILEAD;701"
PillProjectDisc10,7-C4U_F18CT04KALK9AOZMV_MK_!YS.JPG,null,DEBOSSED,"MYLAN;257"
PillProjectDisc10,71C36VYP_SC9-AS62!TU9HVLCM!ZG5.JPG,null,DEBOSSED,"93;7240"
PillProjectDisc10,71ZXG0ZGBQUH16OW29S-GHV__16158.JPG,null,DEBOSSED,"93;7258"
PillProjectDisc10,75F4S0LWEY1QJHYN3LZHACHSVU7WI8.JPG,null,DEBOSSED,"SYNTHROID;137"
PillProjectDisc10,75OO56MODI4_4ZSIT110FJ5!9MJ6UM.JPG,null,DEBOSSED,"SANKYO;C23"
PillProjectDisc10,76!54CX6RVXPMM6EUDEEZDGJX5RXK7.JPG,null,PRINTED,"TEVA;5504"
PillProjectDisc10,77HP!22GYUH6495QG07I89TD83OTSZ.JPG,null,DEBOSSED,"93;7299"
PillProjectDisc10,77RML0QR7B9K7J40XT2L56UMURQIJ3.JPG,null,DEBOSSED,"BHCP;160;mg"
PillProjectDisc10,7CUHC_ZL7VOM_IO10DBARMYAI13OT6.JPG,null,DEBOSSED,"874;4;barr"
PillProjectDisc10,7DPIACW83CP_MHKEC55__K!FI0CZ3Q.JPG,null,DEBOSSED,"DAN;DAN;5321"
PillProjectDisc100,Q_J86QCUG6OJ1-CSCWXNF91LN70_39.JPG,null,PRINTED,"R25"
PillProjectDisc100,QUDX_WM965G7FK3QOT81H3T2WUSQVZ.JPG,null,DEBOSSED,"M;B3;5;5;5"
PillProjectDisc100,QV5!6Q42JZDPDVTZ23ULVT!3F6DBDV.JPG,null,PRINTED,"WPI;858"
PillProjectDisc100,QVE28UG9TL6Q7KMW0NAYMFYWA8ODTB.JPG,null,DEBOSSED,"USL;071"
PillProjectDisc100,QWHLQFEIFAKXK-MGE6FX1OFCOV24YS.JPG,null,PRINTED,"MYLAN;1400;MYLAN;1400"
PillProjectDisc100,QWOFY_OECYVIDRE2V8JAE5MZ3E01CR.JPG,null,DEBOSSED,"E277"
PillProjectDisc100,QXNUB8CLZIJFOZM3XSZLP2XQWT8_HK.JPG,null,DEBOSSED,"WPI;3249"
PillProjectDisc100,QYPR5S57W-B8V9FPK_G7QTGG-_5BBA.JPG,null,DEBOSSED,"LEVOXYL;dp;75"
PillProjectDisc100,QZBHPKF3LHDTNBS6XJCUXI71BBL7U7.JPG,null,DEBOSSED,"R;180"
PillProjectDisc100,QZWUEWIONU6B9!4QYO_FTK0RDQILML.JPG,null,DEBOSSED,"DAN;5319"
PillProjectDisc100,R-AUVC96P0FSTVH6YG22LYA6NT7D5.JPG,null,DEBOSSED,"LANOXIN;X3A"
PillProjectDisc100,R-FLBLH5J7KLEQ!U!W8DJ6O1ES_UXA.JPG,null,DEBOSSED,"ANDRX;674;500"
PillProjectDisc100,R!029IF258MF40KLDND69H4GLWJ!1K.JPG,null,PRINTED,"E;88"
PillProjectDisc100,R11FCNM8PKHIYNYCEC2K3D-2W7H8M9.JPG,null,DEBOSSED,"M;S23"
PillProjectDisc100,R1IDJ5NXAHT-AOU6NJ2HVG1RUW806Z.JPG,null,DEBOSSED,"SZ;465"
PillProjectDisc100,R1VF!BMTAU67_DO484QKAHU8N35IEP.JPG,null,DEBOSSED,"TV;7425"
PillProjectDisc100,R36643YQZHNK-XD3LZU1-I7SC!6WNK.JPG,null,PRINTED,"PAL;6"
PillProjectDisc100,R3R154_IXEF!6_-!OQ9SLRAKTORT28.JPG,null,PRINTED,"A45"
PillProjectDisc100,R7CDHEON0XS_IQ_DKMLZYW_ZRI8VLI.JPG,null,DEBOSSED,"50;94;V"
PillProjectDisc100,R952WADBFMT09-ICQYHLL2H_MFBLK2.JPG,null,DEBOSSED,"TEVA;7201"
PillProjectDisc100,R9FW171SRK4B7JJ29Y3ZBFL0VUYKOJ.JPG,null,DEBOSSED,"GG;N5"
PillProjectDisc100,R9W!K_X7WTCAG997WFEO!Z8VZ8S5WD.JPG,null,DEBOSSED,"CYP;161"
PillProjectDisc100,RB1_KBRVLA9CFKN3GQF-SX!PD5L!9O.JPG,null,DEBOSSED,"TEVA;771"
PillProjectDisc100,RB96YDOCENCZUT07A9ODI3VGLLH8!B.JPG,null,DEBOSSED,"333"
PillProjectDisc100,RD6M4B2JPV5NDLUSXL06NZICXNEPJJ.JPG,null,DEBOSSED,"2907;TEVA"
PillProjectDisc100,RDS6_L5T4KCT4G2AO11EF1X2LZ8YM_.JPG,null,DEBOSSED,"7155;TV"
PillProjectDisc100,RFJC4-Q04!GCL5Q3W_537SQGFACJF3.JPG,null,DEBOSSED,"58;82;V"
PillProjectDisc100,RG-VE048Y1Y7CNT3!NM1FXOHUPF25Y.JPG,null,DEBOSSED,"PLIVA;333"
PillProjectDisc100,RG5N!I0K16!P07A733MSAP0YKX5T8V.JPG,null,DEBOSSED,"93;7303"
PillProjectDisc100,RIHLPWB75B0MOBBC3_B61RY70XVPD_.JPG,null,DEBOSSED,"90;ADALAT;CC"
PillProjectDisc100,RIKZ_RP5GSN8HG7EN252VR_O81U5WP.JPG,null,DEBOSSED,"5"
PillProjectDisc100,RK_XQ5MCZVS52WBARO83!IVEON4O45.JPG,null,DEBOSSED,"80;Z;4237"
PillProjectDisc100,RKMU8A1_A4CBAB!JK03VI8YZDJZ3N0.JPG,null,PRINTED,"93;7386;93;7386"
PillProjectDisc100,RLC8K8KL1GVV25_A6FKNRQ1WXN!!B2.JPG,null,PRINTED,"TEVA;7372"
PillProjectDisc100,RMG0VQN4UO-VDHV8H71MK2NYSV2WLZ.JPG,null,DEBOSSED,"RDY;281"
PillProjectDisc100,RMSYRWPTJB8SPJ8V68A2LX1J83JHPX.JPG,null,DEBOSSED,"GX;EG2"
PillProjectDisc100,RN2L!UNDVPR4EFWZH45YBC1VLDB2H8.JPG,null,PRINTED,"AK;120"
PillProjectDisc100,RO!QDYHS9T1FMOW79HP7XWDHA52RPQ.JPG,null,PRINTED,"NEXIUM;40;mg"
PillProjectDisc100,ROAJH4B96UR8T-9-S-7ECN9WM!J!WB.JPG,null,DEBOSSED,"WATSON;607"
PillProjectDisc100,RR5N7SYYBLYHV!26A0YGVL0OQ9ZIC7.JPG,null,PRINTED,"DYAZIDE;SB;DYAZIDE;SB"
PillProjectDisc100,RRP-EXQIYD0Z1-BFXWNRG4_3L2LQB8.JPG,null,DEBOSSED,"OP;706"
PillProjectDisc101,R_A2I901ODLJ4P7GYW8AUQ5PS0_O-H.JPG,null,PRINTED,"KU;485;100;mg"
PillProjectDisc101,R_B_PJ7OGM2N4PCY_8AB_5Y5L_2YJD.JPG,null,DEBOSSED,"SANKYO;C23"
PillProjectDisc101,R_XNK-Q8HF8KDE6LRMK8K56KJ2POOK.JPG,null,DEBOSSED,"MYLAN;152"
PillProjectDisc101,RTPV4J0UWKPVRLYKSWLQ1ZAZ75GEG8.JPG,null,PRINTED,"Altace;5;mg;MP"
PillProjectDisc101,RUHQVKM8_RI6QW4!NT81XS2RJZ!GX_.JPG,null,DEBOSSED,"ACTOS;45"
PillProjectDisc101,RUZ-VH57KC-RAAKN__1_V5Y4Z6OQY1.JPG,null,DEBOSSED,"GG;952;5"
PillProjectDisc101,RUZ1OZ_E4G18!Y0-HH5C68VM8F32NB.JPG,null,DEBOSSED,"A;1;7"
PillProjectDisc101,RVA!H!TD4DD5N1Q9ATCU-5N44XODED.JPG,null,DEBOSSED,"DAN;5643;10"
PillProjectDisc101,RVMYF68T5EPG53-3QCA-NA6!RNDDUS.JPG,null,DEBOSSED,"TAP;40"
PillProjectDisc101,RVV96FE!54NHLEZN5RTQQTZ9Q9AFQ5.JPG,null,DEBOSSED,"ZC;67"
PillProjectDisc101,RWKCJ_KTY3AIRE3V144A8Q0Y_K_5OO.JPG,null,DEBOSSED,"MYLAN;574"
PillProjectDisc101,RXOEE3M8ZC319TLZX98WEQY04VT_P1.JPG,null,DEBOSSED,"575"
PillProjectDisc101,RY7P!3ELKV-2PMYS-6_C5VBJP!RX1S.JPG,null,DEBOSSED,"H;124"
PillProjectDisc101,RYXO1!F1LSXYWUT-8HNXMC2W!Y!_T6.JPG,null,DEBOSSED,"LEVOXYL;dp;88"
PillProjectDisc101,S!J0J527T2VOY6BX8V0YNKUY_FJP73.JPG,null,PRINTED,"DISTA;3105;PROZAC;20;mg"
PillProjectDisc101,S04E-EFM!F00XBU99Z2H3QQO79WD3G.JPG,null,DEBOSSED,"51;30;V"
PillProjectDisc101,S0X649E48PF!BZ32AF2IQYF_0T36XH.JPG,null,DEBOSSED,"AN;512"
PillProjectDisc101,S1HSZ2!2K5NDH9_CPFSWXWQYCVBVUT.JPG,null,DEBOSSED,"ORA;15"
PillProjectDisc101,S1W89FJ!D2Q1EB3YAAOCLB6JYA3EIS.JPG,null,PRINTED,"PAN;5"
PillProjectDisc101,S1ZZM19M24G-1JERO4S5_-ZQ6R35VT.JPG,null,DEBOSSED,"GX;CG7"
PillProjectDisc101,S2WJVQ2HP4Q2JM4ZBCUKZLA6F3PGMG.JPG,null,DEBOSSED,"GG;461"
PillProjectDisc101,S3KGT3X-RIAV!R!NZGOLV4!1!58U1O.JPG,null,DEBOSSED,"KU;129"
PillProjectDisc101,S3X3M-QJX8TXYA4VOO5AJB5QONR9HW.JPG,null,DEBOSSED,"STARLIX;120"
PillProjectDisc101,S51Z5CDUNLTV16I9K-!7N2F!UBOE30.JPG,null,DEBOSSED,"AN;627"
PillProjectDisc101,S6EI5C9-UMKBP2ZSKD2RTJXOHSE4J_.JPG,null,PRINTED,"2"
PillProjectDisc101,S6HP-LY6!UUESE-AGVGCFEROSHC1U-.JPG,null,DEBOSSED,"10;CRESTOR"
PillProjectDisc101,S6QNVK8BXUB7HR5HP2QFYN9B2N5E2N.JPG,null,DEBOSSED,"cor;165"
PillProjectDisc101,S6S2XNI6OK9M_-H7PD1E4N41LZSCF.JPG,null,DEBOSSED,"3;COUMADIN"
PillProjectDisc101,S6U3R-H3-DUSPSA4SNRHV-K6VCBXGS.JPG,null,PRINTED,"G;0522;G;0522"
PillProjectDisc101,S6Z!EQX_JX!GNV4QZ0HFJN2P315T1N.JPG,null,DEBOSSED,"576;93"
PillProjectDisc101,S7SX7D11AW!D!VD2E!QGMSABPK68LX.JPG,null,DEBOSSED,"PLIVA;398"
PillProjectDisc101,S8!GWBRH_FVNG3-UWT!KU15H-PQTNX.JPG,null,DEBOSSED,"M;L;4"
PillProjectDisc101,S96K4B_59P8ACJF7SVAG4YRVEHYIUD.JPG,null,DEBOSSED,"10;FL"
PillProjectDisc101,SA_HTI5NX01F9_-X2VVC88!MNJ9O-V.JPG,null,DEBOSSED,"2707;V"
PillProjectDisc101,SAW0-0ZYK5F38FVWB2CQ!4B958CIO6.JPG,null,DEBOSSED,"23;57;V"
PillProjectDisc101,SC94NHZRY0MIL70JHA!HSVY_0BJHHC.JPG,null,DEBOSSED,"Z18"
PillProjectDisc101,SCUIV0EP0DV137P_-1ANE!_KT7F-UQ.JPG,null,DEBOSSED,"G;208"
PillProjectDisc101,SDTGM0EPT14BMXX5IL9AMV1TJDTAZ.JPG,null,PRINTED,"G;2003;G;2003"
PillProjectDisc101,SEERO_ZFF7VJ71W3LQNN-9212ULAE4.JPG,null,DEBOSSED,"G;5011"
PillProjectDisc101,SEFMNS36RJ4-A!S9BMXF!WWI1EQBDI.JPG,null,DEBOSSED,"TEVA;5312"
PillProjectDisc101,SF8M8RMCD94WBAXA8Q9_K8A04MSRYO.JPG,null,PRINTED,"308;AV"
PillProjectDisc101,SHTXIT5!Y36LMQ0FOTP7LQLXAXPBQY.JPG,null,DEBOSSED,"61;61;V"
PillProjectDisc101,SJ_4T9XSNFGK48Y8GL75CK9IU67FNC.JPG,null,DEBOSSED,"L;26;M"
PillProjectDisc101,SJX1Q1DW8LF-D8_1SIM0ASEFCW7I1W.JPG,null,DEBOSSED,"VICODIN;ES"
PillProjectDisc101,SKRA6_1EEVU852JDHOP!S1YW_ML_YT.JPG,null,DEBOSSED,"C;20"
PillProjectDisc101,SL_SKLUU02KEB44MD-4DA!D33DK3GO.JPG,null,DEBOSSED,"4;WARFARIN;TARO"
PillProjectDisc101,SLMBSBFX6QWZ__0OLKUMDOQQAPMA-F.JPG,null,PRINTED,"PROCARDIA;PFIZER;260"
PillProjectDisc101,SMHDA1T2QYI7O7Q!SLFUL58XB_O8D9.JPG,null,DEBOSSED,"NVR;IL"
PillProjectDisc101,SMHPMUM!V9Q8MEM!K0DYAHHJGYIB2.JPG,null,DEBOSSED,"TEVA;149"
PillProjectDisc101,SMUCXKFW83HNI9UDNITE85V2ZK3QU7.JPG,null,DEBOSSED,"22;65;V"
PillProjectDisc102,S_5Z7JYMNSURM!Q8G4YO-H1LLOTE3B.JPG,null,DEBOSSED,"TV;7296"
PillProjectDisc102,SNB7DY3B5C3LJZDI_8ABMC2KE2LEEE.JPG,null,PRINTED,"M;P9"
PillProjectDisc102,SO161MXIRVUGEDW9-TN7CXA4!4YAY.JPG,null,DEBOSSED,"TV;58"
PillProjectDisc102,SPJEJUJFF!T6!TF2K_9D19XQME13KC.JPG,null,DEBOSSED,"555;779;b"
PillProjectDisc102,SQA54HSHJPDWSQX0IO-KIFXJSU4P5Y.JPG,null,DEBOSSED,"G;343"
PillProjectDisc102,SRKJOH0QB-179Q7_LEVBRB-8X5GW-R.JPG,null,PRINTED,"93;7437;93;7437"
PillProjectDisc102,SRLE389NTFQC9_YU-9U5YJO079M2FV.JPG,null,PRINTED,"ETO;200;MG;ETO;200;MG"
PillProjectDisc102,STDNGKMX3IXCLZY1J1IAC20XRS831-.JPG,null,DEBOSSED,"DAN;DAN;5544"
PillProjectDisc102,STUS-N53LPQFSGWDY!YC!M_!P379CD.JPG,null,DEBOSSED,"835;10;barr"
PillProjectDisc102,SU8-7JFNW6I24WGHKN861AJ017LHBX.JPG,null,DEBOSSED,"R;1;JANSSEN"
PillProjectDisc102,SV2C2OC7Z5EVN3AP9OI3_5O3H8BWFW.JPG,null,DEBOSSED,"APO;CIP;250"
PillProjectDisc102,SX-PX4!LS4TIJYEV1LEPOXC9PPD_TD.JPG,null,DEBOSSED,"NVR;DX"
PillProjectDisc102,SXPUHZBM5QK27PNBTW28I9SAHASBL2.JPG,null,DEBOSSED,"WAR;3"
PillProjectDisc102,SYPQZSXXSA_F7BK_XBZ4AQEVQP7XK7.JPG,null,DEBOSSED,"MYLAN;277"
PillProjectDisc102,SZHWSQK0B377L29DGP6_753ZQ8IBL.JPG,null,PRINTED,"G;2004;G;2004"
PillProjectDisc102,T-!FV_P9IE4Y-CYJY_7KMQ9O_HE6KZ.JPG,null,DEBOSSED,"WAR;10"
PillProjectDisc102,T!0V_AL0VBX-M7_7!CY9N8-3M0!OPO.JPG,null,PRINTED,"93;7438;93;7438"
PillProjectDisc102,T0VF!43VX-DOE4_XYAI1864QLQSLQO.JPG,null,DEBOSSED,"100;GG;335"
PillProjectDisc102,T1XTQNA-KXSCHGMHBUVBZ!5ET7_L18.JPG,null,DEBOSSED,"DAN;DAN;5052"
PillProjectDisc102,T2!DGUDZ_IWRXOLAD2ZU00SIWPYYG2.JPG,null,DEBOSSED,"M;L;9"
PillProjectDisc102,T369_PC0-BIODIFF!-L7VWTE0-1VI4.JPG,null,DEBOSSED,"93;7259"
PillProjectDisc102,T3I253A!DL8-OCMT45M56_SFJNSB6U.JPG,null,PRINTED,"3137;WPI"
PillProjectDisc102,T3XLWSMAJQWPC8JQN1RWU6NSXUD2SY.JPG,null,DEBOSSED,"960"
PillProjectDisc102,T4_H!623AZTC6EKLN6MWYNB3Z8CO01.JPG,null,DEBOSSED,"MYLAN;327"
PillProjectDisc102,T4ENX-32DU5AQSAZG_R4RBN34PLEYA.JPG,null,DEBOSSED,"93;5126"
PillProjectDisc102,T56ID1QARDDZRSCC7MF6C0UZ_5870H.JPG,null,PRINTED,"AMNEAL;670"
PillProjectDisc102,T5NP329F4PZ!KOAJ2W0PD6IRTEO7PC.JPG,null,PRINTED,"TEVA;4067"
PillProjectDisc102,T6K93J7FXG2-NHL7_-1O46P0K6M9!G.JPG,null,DEBOSSED,"G;4"
PillProjectDisc102,T6YNDIFREX16EM7E39G3EUX16GPPGU.JPG,null,PRINTED,"CREON;1224"
PillProjectDisc102,T7JRIHGDDIK30NYEIG3PPTFBW7GIG-.JPG,null,PRINTED,"a;NS"
PillProjectDisc102,T8AK5H45YSXP8IDFGBUBP38XTMOUIM.JPG,null,PRINTED,"barr;059"
PillProjectDisc102,TAAP0OFA!DRJICVDQ9Q_6OKA0OL49N.JPG,null,DEBOSSED,"CTI;142"
PillProjectDisc102,TAPKD!289756CZL!9G!I!9RDX_R_6S.JPG,null,PRINTED,"a;HF"
PillProjectDisc102,TB_-2BDJUDHJXQGR02-LYIX20!BLBD.JPG,null,DEBOSSED,"93;7212"
PillProjectDisc102,TB6U84E!JZ1N3X5C_6FBRQGXC8Y_FA.JPG,null,DEBOSSED,"STARLIX;60"
PillProjectDisc102,TBUWK-KZ-2O56IK1W-E914C7CL8_1.JPG,null,DEBOSSED,"A08"
PillProjectDisc102,TDFWN3DQGZ2_7N6S3LOM6HX4ZTMORQ.JPG,null,PRINTED,"WATSON;3220"
PillProjectDisc102,TEFMMBHUNS-95!CV7S8DY34PO5RY!B.JPG,null,PRINTED,"Lilly;3251;100;mg"
PillProjectDisc102,TEQ_1_Y_0M_QS1!BGV40G8YJLIU_OZ.JPG,null,DEBOSSED,"93;28"
PillProjectDisc102,TEV84F_7VB177C0GRCV6C1K_F1QY1I.JPG,null,DEBOSSED,"GS;UFU;50"
PillProjectDisc102,TFQAD1MZJKVJM-2KETU_WT0HBINGKB.JPG,null,DEBOSSED,"0;8;A"
PillProjectDisc102,TFQX0677BRU!UIH!6TVIF9DURQ9MTB.JPG,null,DEBOSSED,"7772;100"
PillProjectDisc103,T_5DGG-KRL5_FKOV4I3XMTXNYZVC-0.JPG,null,PRINTED,"ETO;300;MG;ETO;300;MG"
PillProjectDisc103,TGQVU3JNSE8LGZP0GU41X21T71EA7K.JPG,null,PRINTED,"OS;304"
PillProjectDisc103,TJ7JJ1C4RXR1!KOK!MAI4EVCHHH1HH.JPG,null,DEBOSSED,"831"
PillProjectDisc103,TJL9OU1SYNAK5Q1UKMPMP2YRZ8UDR7.JPG,null,DEBOSSED,"M;503"
PillProjectDisc103,TK-F!E2URWV6S!90LE3!QP5!VTOEDF.JPG,null,DEBOSSED,"b4;138"
PillProjectDisc103,TKNKKBLL-QGBYHBHQKGPH17TN5AF1V.JPG,null,DEBOSSED,"5686;V"
PillProjectDisc103,TLFB48UHCEGQ_6OHWAFT80J8IOSJ2I.JPG,null,DEBOSSED,"TEVA;7465"
PillProjectDisc103,TNTU-D58_!H7TESW754P2G7SP5SK86.JPG,null,DEBOSSED,"W1"
PillProjectDisc103,TNZN7O15FC6BEHM4U4D_!BWV8JS92I.JPG,null,PRINTED,"WATSON;801;50;mg"
PillProjectDisc103,TQNZ2UPITBV4JJKGV-O7BJZ9_OQYEK.JPG,null,DEBOSSED,"ucb;750"
PillProjectDisc103,TQWJMX4RD0P3XVKO1E_!P_UP11DIUB.JPG,null,PRINTED,"308;AV"
PillProjectDisc103,TTQ-GENXMPCABG47BE_5AGY2UI73GU.JPG,null,DEBOSSED,"886;1;b"
PillProjectDisc103,TU0AMD94G2HL-SK_52J9!NAW2-T!HQ.JPG,null,DEBOSSED,"CPC;1027"
PillProjectDisc103,TVGMMFE33RU38D4F4U-NG_B0B3HH__.JPG,null,DEBOSSED,"P;117"
PillProjectDisc103,TVGZJTH-C2VUEM_Z91LQR4VW7WXM6Z.JPG,null,DEBOSSED,"H;121"
PillProjectDisc103,TWRPR-O-X3-YWWV-8FBRJY91BT6CNZ.JPG,null,DEBOSSED,"HP;47"
PillProjectDisc103,TWSYC5A5HJSC2JEAPVHS0Z9HMNUY!C.JPG,null,DEBOSSED,"TV;7295"
PillProjectDisc103,TYXO4VAOKWH1EUYTW_894PPRNIGHVI.JPG,null,DEBOSSED,"GS;XJG"
PillProjectDisc103,TZ_Q6HMFI9NFGCAU8VNQ78KUWJBOO7.JPG,null,DEBOSSED,"AMG;30"
PillProjectDisc103,TZ-KMV9QO00FM07YF7HVMS3LG5ZZNO.JPG,null,DEBOSSED,"LCI;1413"
PillProjectDisc103,U!99BS9KJC8!VJRFJ8YL4AV2PMWVO3.JPG,null,DEBOSSED,"555;873;b"
PillProjectDisc103,U037P9!QBAPPD7MEORC807-82TS3UK.JPG,null,PRINTED,"BP;321"
PillProjectDisc103,U1Q7PDNIG6C2SQRQRRA06DZKRFH_9_.JPG,null,DEBOSSED,"RDY;321"
PillProjectDisc103,U3FHQDF-ZQ35-RR4K9YX65J5IR4KGN.JPG,null,DEBOSSED,"M;B2"
PillProjectDisc103,U4AKON4UPTJZ5I!6LAL!-HTJZGTH4J.JPG,null,PRINTED,"West;ward;Flurazepam;30"
PillProjectDisc103,U5FJVTRZH2A1K6LPKFW5QQBRR_8WQV.JPG,null,DEBOSSED,"2682;V"
PillProjectDisc103,U5GCJR!UE12S_JA!BB_4LPDIVKYKP.JPG,null,DEBOSSED,"360;694"
PillProjectDisc103,U5M3M445CQN-_9BAS-WZWK37EWP_GZ.JPG,null,DEBOSSED,"WPI;858"
PillProjectDisc103,U6474Z9-8_R9PSLN3HHQKA9C7TQUBA.JPG,null,DEBOSSED,"93;9652"
PillProjectDisc103,U74AXBFB87OQEWPTM5BSA8QDIN53E!.JPG,null,DEBOSSED,"A;"
PillProjectDisc103,U7AAOBIPX-3ECZX109VM8THR69T5LS.JPG,null,DEBOSSED,"TEVA;7466"
PillProjectDisc103,U7GI5W-VDY!PUGB05FNEW6K_YZHCPC.JPG,null,DEBOSSED,"GG;201"
PillProjectDisc103,UAMTG9PK0T4LVCXW6G41U3M9VD2HR3.JPG,null,PRINTED,"MYLAN;147;MYLAN;147"
